20100101,120000,5,,,17,0,7,,01,,,,,
20130203,140204,1,,062537,00,0,1,,01,001,00,01,002,
20130203,140205,0,,062537,00,0,1,,01,001,00,01,002,
20220615,134651,0,,001503,00,0,1,,01,001,00,01,002,
20220615,134652,1,,001281,00,0,1,,01,001,00,01,002,
20100101,120000,5,,,17,0,7,,01,,,,,,
20100101,120000,5,,,17,0,7,,01,,,,,,
20100101,120000,6,,,17,0,7,,01,,,,,,
20100101,120000,5,,,17,0,7,,01,,,,,,
20100101,120000,6,,,17,0,7,,01,,,,,,
20231010,174634,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,174637,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,174652,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,175616,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,191905,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,191913,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,191916,1,,026175,00,0,1,,01,001,00,01,002,,
20231010,200023,1,,0447357946,00,0,1,,01,001,00,01,002,,
20231010,203534,1,,0261759610,00,0,1,,01,001,00,01,002,,
20231010,203543,1,,0261759610,00,0,1,,01,001,00,01,002,,
20231010,203547,1,,0261759610,00,0,1,,01,001,00,01,002,,
20231010,204402,1,,0261724794,00,0,1,,01,001,00,01,002,,
20231010,204440,1,,0261724794,00,0,1,,01,001,00,01,002,,
20231010,205429,1,,0261759610,00,0,1,,01,001,00,01,002,,
20231010,205437,1,,0261759610,00,0,1,,01,001,00,01,002,,
20231011,092458,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231011,092500,1,,3673266447,00,0,1,,01,001,00,01,002,,
20231011,092513,1,,3673266447,00,0,1,,01,001,00,01,002,,
20231012,172952,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,173006,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,173201,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,173240,0,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,173242,1,,2853149199,00,0,1,,01,001,00,01,002,,
20231012,173247,1,,2853149199,00,0,1,,01,001,00,01,002,,
20231012,174001,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,174008,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,180125,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,180127,0,,2853149199,00,0,1,,01,001,00,01,002,,
20231012,180300,1,,0706320911,00,0,1,,01,001,00,01,002,,
20231012,180307,1,,2853149199,00,0,1,,01,001,00,01,002,,
20231012,181106,0,,0706320911,00,0,1,,01,001,00,01,002,,
